GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JQ5E001,JQ5E002,JQ5E003,JQ5E004,JQ5E005,JQ5E006,JQ5E007,JQ5E008,JQ5E009,JQ5E010,JQ5E011,JQ5E012,JQ5E013,JQ5E014,JQ5E015,JQ5E016,JQ5E017,JQ5E018,JQ5E019,JQ5E020,JQ5E021,JQ5E022,JQ5E023,JQ5E024,JQ5E025,JQ5E026,JQ5E027,JQ5E028,JQ5E029,JQ5E030,JQ5E031,JQ5E032,JQ5E033,JQ5E034,JQ5E035,JQ5E036,JQ5E037,JQ5E038,JQ5E039,JQ5E040,JQ5E041,JQ5E042,JQ5E043,JQ5E044,JQ5E045,JQ5E046,JQ5E047,JQ5E048,JQ5E049,JQ5E050,JQ5E051,JQ5E052,JQ5E053,JQ5E054,JQ5E055,JQ5E056,JQ5E057,JQ5E058,JQ5E059,JQ5E060,JQ5E061,JQ5E062,JQ5E063,JQ5E064,JQ5E065,JQ5E066,JQ5E067,JQ5E068,JQ5E069,JQ5E070,JQ5E071,JQ5E072,JQ5E073,NAME_M,JQ5M001,JQ5M002,JQ5M003,JQ5M004,JQ5M005,JQ5M006,JQ5M007,JQ5M008,JQ5M009,JQ5M010,JQ5M011,JQ5M012,JQ5M013,JQ5M014,JQ5M015,JQ5M016,JQ5M017,JQ5M018,JQ5M019,JQ5M020,JQ5M021,JQ5M022,JQ5M023,JQ5M024,JQ5M025,JQ5M026,JQ5M027,JQ5M028,JQ5M029,JQ5M030,JQ5M031,JQ5M032,JQ5M033,JQ5M034,JQ5M035,JQ5M036,JQ5M037,JQ5M038,JQ5M039,JQ5M040,JQ5M041,JQ5M042,JQ5M043,JQ5M044,JQ5M045,JQ5M046,JQ5M047,JQ5M048,JQ5M049,JQ5M050,JQ5M051,JQ5M052,JQ5M053,JQ5M054,JQ5M055,JQ5M056,JQ5M057,JQ5M058,JQ5M059,JQ5M060,JQ5M061,JQ5M062,JQ5M063,JQ5M064,JQ5M065,JQ5M066,JQ5M067,JQ5M068,JQ5M069,JQ5M070,JQ5M071,JQ5M072,JQ5M073
"G20005709620002","2006-2010",,,"Kansas","20","Ford County","057",,,"962000","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9620, Ford County, Kansas",400,226,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,28,28,0,0,25,0,17,6,11,42,8,27,7,108,30,43,35,174,45,0,0,0,20,20,0,0,25,4,0,21,0,0,0,0,77,8,0,0,0,57,0,12,26,3,23,0,0,0,0,26,26,0,0,"Block Group 2, Census Tract 9620, Ford County, Kansas",190,114,10,10,10,109,109,109,109,109,109,109,109,109,109,109,109,109,53,109,44,44,109,109,31,109,17,9,14,33,13,27,14,77,43,47,50,90,41,109,109,109,32,32,109,109,25,10,109,25,109,109,109,109,80,13,109,109,109,73,109,19,28,9,26,109,109,109,109,42,42,109,109
"G20005709620003","2006-2010",,,"Kansas","20","Ford County","057",,,"962000","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9620, Ford County, Kansas",812,429,62,21,21,0,0,0,0,0,41,0,0,41,0,0,0,0,7,0,7,0,7,0,0,0,15,0,15,74,36,5,33,271,176,62,33,383,166,6,0,6,41,0,0,41,72,0,0,72,0,47,47,0,58,28,0,0,0,23,0,7,105,46,59,8,8,0,0,46,43,0,3,"Block Group 3, Census Tract 9620, Ford County, Kansas",217,137,51,23,23,109,109,109,109,109,45,109,109,45,109,109,109,109,13,109,13,109,13,109,109,109,18,109,18,66,56,10,41,107,102,56,40,130,83,11,109,11,58,109,109,58,56,109,109,56,109,42,42,109,51,39,109,109,109,35,109,13,75,59,42,13,13,109,109,33,31,109,7
"G20005709620004","2006-2010",,,"Kansas","20","Ford County","057",,,"962000","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9620, Ford County, Kansas",610,417,60,44,6,38,0,0,0,0,0,0,0,0,0,16,16,0,87,0,29,29,0,0,49,9,41,8,33,105,8,24,73,124,78,36,10,193,64,43,0,43,0,0,0,0,21,0,0,21,0,0,0,0,29,0,0,0,0,29,0,0,39,17,22,18,18,0,0,43,36,0,7,"Block Group 4, Census Tract 9620, Ford County, Kansas",214,150,51,47,9,46,109,109,109,109,109,109,109,109,109,27,27,109,52,109,35,35,109,109,36,14,51,14,48,96,14,29,91,69,59,38,18,87,66,62,109,62,109,109,109,109,25,109,109,25,109,109,109,109,36,109,109,109,109,36,109,109,32,25,22,27,27,109,109,33,32,109,13
"G20005709620005","2006-2010",,,"Kansas","20","Ford County","057",,,"962000","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9620, Ford County, Kansas",405,198,15,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,34,33,47,26,9,12,69,11,58,0,207,65,21,0,21,12,0,12,0,32,0,0,32,0,0,0,0,64,47,0,0,0,0,0,17,36,20,16,8,8,0,0,34,22,0,12,"Block Group 5, Census Tract 9620, Ford County, Kansas",113,67,16,16,11,13,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,48,40,29,30,25,17,18,59,16,59,109,74,40,25,109,25,19,109,19,109,30,109,109,30,109,109,109,109,45,43,109,109,109,109,109,27,33,25,21,13,13,109,109,33,25,109,20
"G20005709621011","2006-2010",,,"Kansas","20","Ford County","057",,,"962101","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9621.01, Ford County, Kansas",1114,683,155,25,25,0,8,0,0,8,84,18,0,66,0,38,38,0,0,0,0,0,0,0,0,0,19,0,19,96,10,86,0,413,398,0,15,431,21,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,46,0,0,0,0,38,8,0,32,18,14,27,27,0,0,305,289,0,16,"Block Group 1, Census Tract 9621.01, Ford County, Kansas",434,353,105,39,39,109,14,109,109,14,80,29,109,83,109,48,48,109,109,109,109,109,109,109,109,109,32,109,32,95,20,93,109,372,372,109,22,243,23,109,109,109,109,109,109,109,109,109,109,109,109,23,23,109,53,109,109,109,109,50,16,109,36,28,23,41,41,109,109,245,245,109,26
"G20005709621012","2006-2010",,,"Kansas","20","Ford County","057",,,"962101","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9621.01, Ford County, Kansas",302,188,15,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,4,0,0,0,0,4,0,0,13,13,0,115,0,49,66,41,33,0,8,114,88,66,66,0,0,0,0,0,0,0,0,0,0,22,0,22,26,14,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9621.01, Ford County, Kansas",191,105,24,109,109,109,109,109,109,109,109,109,109,109,109,24,24,109,8,109,109,109,109,8,109,109,21,21,109,80,109,58,66,50,48,109,13,126,122,112,112,109,109,109,109,109,109,109,109,109,109,42,109,42,31,24,109,109,109,20,109,109,109,109,109,109,109,109,109,109,109,109,109
"G20005709621013","2006-2010",,,"Kansas","20","Ford County","057",,,"962101","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9621.01, Ford County, Kansas",867,604,79,0,0,0,36,0,36,0,16,16,0,0,0,27,11,16,45,0,0,0,0,35,10,0,51,31,20,167,25,48,94,262,160,28,74,263,30,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,10,72,14,52,26,26,24,0,0,24,61,51,0,10,"Block Group 3, Census Tract 9621.01, Ford County, Kansas",227,183,74,109,109,109,57,109,57,109,27,27,109,109,109,32,17,25,50,109,109,109,109,47,18,109,50,37,33,130,29,55,106,126,87,43,68,117,46,46,109,46,109,109,109,109,109,109,109,109,109,109,109,109,85,109,109,109,109,15,78,24,45,30,35,29,109,109,29,60,56,109,16
"G20005709621021","2006-2010",,,"Kansas","20","Ford County","057",,,"962102","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9621.02, Ford County, Kansas",707,461,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42,0,0,0,0,0,115,0,115,0,270,159,96,15,246,41,0,0,0,0,0,0,0,15,0,0,15,0,26,12,14,56,15,0,0,0,0,41,0,51,21,30,12,0,0,12,86,86,0,0,"Block Group 1, Census Tract 9621.02, Ford County, Kansas",246,201,54,54,54,109,109,109,109,109,109,109,109,109,109,109,109,109,43,109,109,109,109,43,109,109,109,109,109,78,109,78,109,201,142,79,25,103,39,109,109,109,109,109,109,109,26,109,109,26,109,30,21,21,56,27,109,109,109,109,55,109,31,19,35,19,109,109,19,70,70,109,109
"G20005709621022","2006-2010",,,"Kansas","20","Ford County","057",,,"962102","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9621.02, Ford County, Kansas",598,285,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,15,13,11,57,12,45,33,13,0,20,144,68,35,41,313,41,10,0,10,0,0,0,0,11,11,0,0,0,20,20,0,56,20,10,0,10,26,0,0,124,14,110,0,0,0,0,92,92,0,0,"Block Group 2, Census Tract 9621.02, Ford County, Kansas",185,84,19,19,19,109,109,109,109,109,109,109,109,109,109,109,109,109,42,109,109,109,109,26,24,20,55,22,51,41,24,109,36,61,47,45,48,153,40,16,109,16,109,109,109,109,19,19,109,109,109,32,32,109,44,30,20,109,20,34,109,109,103,22,103,109,109,109,109,66,66,109,109
"G20005909541001","2006-2010",,,"Kansas","20","Franklin County","059",,,"954100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9541, Franklin County, Kansas",711,353,102,82,32,50,8,5,3,0,8,6,0,2,0,4,4,0,35,0,24,3,21,4,7,0,37,26,11,72,8,49,15,107,44,48,15,358,116,25,19,6,0,0,0,0,63,0,6,57,0,28,17,11,51,14,0,0,0,12,7,18,171,8,163,0,0,0,0,20,14,0,6,"Block Group 1, Census Tract 9541, Franklin County, Kansas",137,77,58,59,22,53,9,7,4,109,8,7,109,3,109,7,7,109,33,109,30,4,30,6,8,109,29,26,11,33,13,27,11,45,30,27,18,74,65,24,20,10,109,109,109,109,54,109,9,54,109,27,21,17,32,17,109,109,109,14,10,18,57,9,57,109,109,109,109,13,12,109,7
"G20005909541002","2006-2010",,,"Kansas","20","Franklin County","059",,,"954100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9541, Franklin County, Kansas",529,259,31,29,29,0,0,0,0,0,2,2,0,0,0,0,0,0,54,0,25,25,0,10,15,4,60,49,11,39,0,3,36,75,13,12,50,270,86,26,2,24,9,9,0,0,47,7,0,40,0,4,4,0,54,10,0,0,0,5,13,26,130,15,115,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9541, Franklin County, Kansas",122,90,24,24,24,109,109,109,109,109,3,3,109,109,109,109,109,109,42,109,32,32,109,16,22,7,41,38,11,25,109,4,25,52,13,15,39,56,41,18,4,19,16,16,109,109,34,11,109,32,109,6,6,109,30,11,109,109,109,7,20,21,49,14,48,109,109,109,109,109,109,109,109
"G20005909541003","2006-2010",,,"Kansas","20","Franklin County","059",,,"954100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9541, Franklin County, Kansas",398,194,31,0,0,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,31,101,0,101,0,22,22,0,0,204,89,68,0,68,0,0,0,0,21,0,0,0,21,0,0,0,9,0,0,0,0,9,0,0,46,12,34,40,0,40,0,20,20,0,0,"Block Group 3, Census Tract 9541, Franklin County, Kansas",146,71,35,109,109,109,35,109,35,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,38,13,37,71,109,71,109,33,33,109,109,84,67,61,109,61,109,109,109,109,32,109,109,109,32,109,109,109,16,109,109,109,109,16,109,109,31,18,24,60,109,60,109,29,29,109,109
"G20005909541004","2006-2010",,,"Kansas","20","Franklin County","059",,,"954100","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9541, Franklin County, Kansas",724,368,85,60,47,13,0,0,0,0,25,12,0,0,13,0,0,0,28,0,7,0,7,13,8,0,11,0,11,136,16,66,54,108,17,58,33,356,126,67,67,0,0,0,0,0,47,22,0,25,0,12,0,12,47,0,0,0,0,9,14,24,138,31,107,0,0,0,0,45,36,9,0,"Block Group 4, Census Tract 9541, Franklin County, Kansas",213,113,43,38,32,20,109,109,109,109,26,17,109,109,19,109,109,109,28,109,10,109,10,18,12,109,18,109,18,71,21,51,40,84,24,75,38,120,78,68,68,109,109,109,109,109,44,36,109,26,109,19,109,19,36,109,109,109,109,11,21,27,84,30,80,109,109,109,109,41,37,14,109
"G20005909541005","2006-2010",,,"Kansas","20","Franklin County","059",,,"954100","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9541, Franklin County, Kansas",900,486,42,24,24,0,14,0,14,0,4,4,0,0,0,0,0,0,43,0,13,13,0,11,19,0,83,66,17,109,32,40,37,209,122,68,19,414,104,16,16,0,0,0,0,0,70,12,0,58,0,18,18,0,126,6,4,0,4,35,62,19,126,54,72,6,0,6,0,52,18,7,27,"Block Group 5, Census Tract 9541, Franklin County, Kansas",199,132,28,25,25,109,16,109,16,109,6,6,109,109,109,109,109,109,27,109,19,19,109,11,15,109,44,43,14,53,44,27,24,94,87,35,15,107,61,17,17,109,109,109,109,109,56,18,109,54,109,20,20,109,81,8,6,109,6,34,68,28,46,34,30,9,109,9,109,31,18,7,25
"G20005909541006","2006-2010",,,"Kansas","20","Franklin County","059",,,"954100","6",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 9541, Franklin County, Kansas",458,310,92,59,39,20,22,22,0,0,11,0,0,0,11,0,0,0,9,0,0,0,0,0,9,0,67,45,22,69,0,23,46,73,16,27,30,148,23,18,18,0,0,0,0,0,0,0,0,0,0,5,5,0,47,0,0,0,0,2,19,26,78,29,49,0,0,0,0,0,0,0,0,"Block Group 6, Census Tract 9541, Franklin County, Kansas",127,95,61,52,44,29,35,35,109,109,17,109,109,109,17,109,109,109,14,109,109,109,109,109,14,109,58,55,24,63,109,36,32,38,24,29,29,54,29,28,28,109,109,109,109,109,109,109,109,109,109,7,7,109,43,109,109,109,109,5,29,30,44,31,37,109,109,109,109,109,109,109,109
"G20005909542001","2006-2010",,,"Kansas","20","Franklin County","059",,,"954200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9542, Franklin County, Kansas",578,283,8,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,11,0,11,111,17,69,25,143,53,47,43,295,21,0,0,0,0,0,0,0,13,0,0,13,0,8,0,8,236,15,0,0,0,221,0,0,33,0,33,0,0,0,0,5,5,0,0,"Block Group 1, Census Tract 9542, Franklin County, Kansas",184,107,13,109,109,109,13,109,13,109,109,109,109,109,109,109,109,109,19,109,109,109,109,19,109,109,16,109,16,91,31,70,31,85,59,44,54,128,24,109,109,109,109,109,109,109,19,109,109,19,109,12,109,12,127,31,109,109,109,125,109,109,53,109,53,109,109,109,109,10,10,109,109
"G20005909542002","2006-2010",,,"Kansas","20","Franklin County","059",,,"954200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9542, Franklin County, Kansas",1013,553,128,42,42,0,45,23,22,0,41,15,0,26,0,0,0,0,100,20,21,21,0,20,39,0,12,12,0,199,15,113,71,114,0,51,63,460,215,48,48,0,0,0,0,0,106,15,6,67,18,61,61,0,126,42,12,12,0,72,0,0,107,30,77,0,0,0,0,12,12,0,0,"Block Group 2, Census Tract 9542, Franklin County, Kansas",224,128,79,45,45,109,42,36,23,109,41,26,109,31,109,109,109,109,62,28,34,34,109,31,32,109,17,17,109,101,26,74,65,80,109,55,63,126,103,42,42,109,109,109,109,109,71,25,12,54,27,53,53,109,70,38,21,21,109,57,109,109,58,35,37,109,109,109,109,19,19,109,109
"G20005909543001","2006-2010",,,"Kansas","20","Franklin County","059",,,"954300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9543, Franklin County, Kansas",600,348,70,42,26,16,0,0,0,0,28,0,0,28,0,0,0,0,134,0,73,0,73,23,38,0,35,8,27,37,9,15,13,72,39,33,0,252,72,12,0,12,15,15,0,0,45,13,0,19,13,0,0,0,92,0,0,0,0,24,13,55,71,0,71,0,0,0,0,17,0,0,17,"Block Group 1, Census Tract 9543, Franklin County, Kansas",178,121,54,42,32,27,109,109,109,109,34,109,109,34,109,109,109,109,96,109,63,109,63,34,46,109,42,14,39,36,15,23,22,69,59,35,109,93,47,22,109,22,23,23,109,109,39,23,109,30,21,109,109,109,80,109,109,109,109,35,21,66,60,109,60,109,109,109,109,25,109,109,25
"G20005909543002","2006-2010",,,"Kansas","20","Franklin County","059",,,"954300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9543, Franklin County, Kansas",723,321,90,42,42,0,0,0,0,0,48,0,15,20,13,0,0,0,45,0,0,0,0,30,15,0,42,30,12,10,0,10,0,134,34,100,0,402,200,50,16,34,25,0,25,0,114,10,37,67,0,11,11,0,65,0,0,0,0,31,0,34,119,42,77,0,0,0,0,18,0,0,18,"Block Group 2, Census Tract 9543, Franklin County, Kansas",217,127,58,48,48,109,109,109,109,109,43,109,22,31,23,109,109,109,43,109,109,109,109,34,24,109,40,32,20,19,109,19,109,113,45,76,109,147,102,45,26,38,37,109,37,109,80,18,57,54,109,18,18,109,67,109,109,109,109,48,109,41,82,65,55,109,109,109,109,22,109,109,22
"G20005909543003","2006-2010",,,"Kansas","20","Franklin County","059",,,"954300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9543, Franklin County, Kansas",739,359,119,66,23,43,0,0,0,0,53,0,0,53,0,0,0,0,11,0,0,0,0,11,0,0,73,41,32,67,0,48,19,89,32,27,30,380,144,63,63,0,0,0,0,0,56,0,0,56,0,25,25,0,102,11,0,0,0,53,10,28,105,22,83,0,0,0,0,29,29,0,0,"Block Group 3, Census Tract 9543, Franklin County, Kansas",185,106,80,48,25,52,109,109,109,109,69,109,109,69,109,109,109,109,13,109,109,109,109,13,109,109,53,40,37,39,109,39,29,56,31,34,34,117,69,57,57,109,109,109,109,109,50,109,109,50,109,31,31,109,66,17,109,109,109,53,19,31,62,27,65,109,109,109,109,42,42,109,109
"G20005909543004","2006-2010",,,"Kansas","20","Franklin County","059",,,"954300","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9543, Franklin County, Kansas",590,237,63,12,12,0,16,0,0,16,35,22,0,13,0,0,0,0,47,30,0,0,0,0,17,0,66,21,45,47,22,8,17,14,14,0,0,353,143,42,0,42,47,0,0,47,32,0,0,32,0,22,0,22,74,15,0,0,0,41,18,0,122,38,84,0,0,0,0,14,0,0,14,"Block Group 4, Census Tract 9543, Franklin County, Kansas",151,79,49,18,18,109,26,109,109,26,40,33,109,21,109,109,109,109,51,43,109,109,109,109,27,109,52,34,42,40,35,15,28,26,26,109,109,106,89,45,109,45,65,109,109,65,34,109,109,34,109,32,109,32,53,25,109,109,109,42,27,109,63,37,61,109,109,109,109,23,109,109,23
"G20005909544001","2006-2010",,,"Kansas","20","Franklin County","059",,,"954400","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9544, Franklin County, Kansas",421,280,45,32,32,0,13,13,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,0,45,35,10,84,0,27,57,68,21,27,20,141,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,52,10,0,0,0,0,0,42,69,30,39,0,0,0,0,10,10,0,0,"Block Group 1, Census Tract 9544, Franklin County, Kansas",141,123,47,45,45,109,20,20,109,109,109,109,109,109,109,109,109,109,54,109,109,109,109,109,54,109,38,33,16,78,109,41,69,56,25,39,33,69,15,109,109,109,109,109,109,109,109,109,109,109,109,15,109,15,48,15,109,109,109,109,109,46,46,35,35,109,109,109,109,16,16,109,109
"G20005909544002","2006-2010",,,"Kansas","20","Franklin County","059",,,"954400","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9544, Franklin County, Kansas",208,74,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,12,0,12,8,0,0,8,41,4,18,19,134,62,0,0,0,0,0,0,0,46,0,0,46,0,16,16,0,41,18,0,0,0,0,23,0,10,3,7,10,0,10,0,11,0,11,0,"Block Group 2, Census Tract 9544, Franklin County, Kansas",89,43,21,109,109,109,109,109,109,109,109,109,109,109,109,21,109,21,109,109,109,109,109,109,109,109,19,109,19,14,109,109,14,34,10,19,28,72,61,109,109,109,109,109,109,109,57,109,109,57,109,24,24,109,41,25,109,109,109,109,35,109,15,8,12,17,109,17,109,17,109,17,109
"G20005909544003","2006-2010",,,"Kansas","20","Franklin County","059",,,"954400","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9544, Franklin County, Kansas",817,405,76,35,35,0,0,0,0,0,41,0,0,0,41,0,0,0,108,0,0,0,0,57,51,0,63,53,10,40,9,13,18,118,31,9,78,412,101,14,0,14,0,0,0,0,55,12,0,13,30,32,32,0,26,13,0,0,0,13,0,0,247,52,195,0,0,0,0,38,28,0,10,"Block Group 3, Census Tract 9544, Franklin County, Kansas",219,135,77,49,49,109,109,109,109,109,53,109,109,109,53,109,109,109,65,109,109,109,109,50,48,109,54,54,15,39,15,21,28,70,30,15,60,144,73,22,109,22,109,109,109,109,52,17,109,21,47,45,45,109,30,19,109,109,109,21,109,109,112,59,96,109,109,109,109,36,33,109,17
"G20005909544004","2006-2010",,,"Kansas","20","Franklin County","059",,,"954400","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9544, Franklin County, Kansas",318,140,69,46,9,37,12,0,12,0,11,0,0,0,11,0,0,0,18,0,0,0,0,0,0,18,53,8,45,0,0,0,0,0,0,0,0,178,64,24,24,0,0,0,0,0,40,0,0,27,13,0,0,0,49,0,0,0,0,15,0,34,55,9,46,0,0,0,0,10,10,0,0,"Block Group 4, Census Tract 9544, Franklin County, Kansas",97,53,41,35,15,31,19,109,19,109,18,109,109,109,18,109,109,109,22,109,109,109,109,109,109,22,35,15,34,109,109,109,109,109,109,109,109,61,38,30,30,109,109,109,109,109,32,109,109,25,19,109,109,109,35,109,109,109,109,19,109,32,40,14,37,109,109,109,109,17,17,109,109
"G20005909544005","2006-2010",,,"Kansas","20","Franklin County","059",,,"954400","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9544, Franklin County, Kansas",612,323,87,10,10,0,25,16,9,0,52,21,0,0,31,0,0,0,52,7,23,23,0,9,11,2,107,28,79,12,0,12,0,65,29,14,22,289,124,5,0,5,0,0,0,0,66,13,0,53,0,53,0,53,13,0,0,0,0,0,6,7,137,23,114,0,0,0,0,15,15,0,0,"Block Group 5, Census Tract 9544, Franklin County, Kansas",161,82,55,14,14,109,29,24,14,109,50,24,109,109,45,109,109,109,42,12,35,35,109,15,19,3,50,26,48,15,109,15,109,34,24,18,25,135,95,11,109,11,109,109,109,109,52,20,109,49,109,53,109,53,17,109,109,109,109,109,11,12,61,27,57,109,109,109,109,22,22,109,109
"G20005909545001","2006-2010",,,"Kansas","20","Franklin County","059",,,"954500","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9545, Franklin County, Kansas",607,290,103,76,65,11,27,17,10,0,0,0,0,0,0,0,0,0,33,0,11,11,0,0,22,0,11,11,0,77,45,25,7,66,47,9,10,317,158,24,0,24,22,0,22,0,73,0,0,73,0,39,0,39,92,24,0,0,0,68,0,0,67,30,37,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9545, Franklin County, Kansas",207,127,73,66,63,17,30,25,16,109,109,109,109,109,109,109,109,109,29,109,17,17,109,109,25,109,18,18,109,72,56,39,12,46,45,14,15,118,70,36,109,36,30,109,30,109,54,109,109,54,109,51,109,51,74,28,109,109,109,62,109,109,46,47,32,109,109,109,109,109,109,109,109
"G20005909545002","2006-2010",,,"Kansas","20","Franklin County","059",,,"954500","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9545, Franklin County, Kansas",522,287,62,55,43,12,7,0,7,0,0,0,0,0,0,0,0,0,25,0,14,14,0,0,11,0,52,32,20,88,0,58,30,60,47,1,12,235,38,16,1,15,3,3,0,0,11,9,0,2,0,8,8,0,8,0,0,0,0,4,2,2,155,46,109,0,0,0,0,34,23,0,11,"Block Group 2, Census Tract 9545, Franklin County, Kansas",109,65,35,34,36,17,11,109,11,109,109,109,109,109,109,109,109,109,28,109,21,21,109,109,18,109,35,26,24,47,109,37,30,33,23,2,16,71,30,21,3,21,7,7,109,109,14,14,109,3,109,13,13,109,11,109,109,109,109,9,3,3,50,30,44,109,109,109,109,32,27,109,17
"G20005909545003","2006-2010",,,"Kansas","20","Franklin County","059",,,"954500","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9545, Franklin County, Kansas",481,293,74,36,30,6,13,0,2,11,10,3,0,7,0,15,15,0,15,0,0,0,0,8,0,7,26,5,21,95,10,27,58,83,19,44,20,188,51,5,0,5,11,11,0,0,30,0,0,30,0,5,5,0,64,26,0,0,0,13,0,25,45,13,32,10,10,0,0,18,10,5,3,"Block Group 3, Census Tract 9545, Franklin County, Kansas",108,66,33,18,17,9,16,109,3,16,10,4,109,8,109,21,21,109,15,109,109,109,109,10,109,11,26,8,25,40,11,23,34,44,26,34,19,67,33,8,109,8,16,16,109,109,27,109,109,27,109,5,5,109,37,24,109,109,109,13,109,23,25,17,21,19,19,109,109,17,15,8,4
"G20005909545004","2006-2010",,,"Kansas","20","Franklin County","059",,,"954500","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9545, Franklin County, Kansas",497,270,57,28,28,0,21,0,21,0,8,0,0,0,8,0,0,0,49,13,5,0,5,5,26,0,40,35,5,54,0,37,17,70,30,19,21,227,97,23,21,2,9,9,0,0,60,8,0,52,0,5,1,4,29,24,0,0,0,4,0,1,85,25,60,0,0,0,0,16,14,0,2,"Block Group 4, Census Tract 9545, Franklin County, Kansas",123,66,35,27,27,109,23,109,23,109,13,109,109,109,13,109,109,109,33,21,9,109,9,8,23,109,25,24,8,39,109,33,19,30,20,18,16,68,36,17,17,3,14,14,109,109,34,10,109,31,109,7,3,7,25,24,109,109,109,7,109,4,32,24,28,109,109,109,109,17,17,109,5
"G20005909545005","2006-2010",,,"Kansas","20","Franklin County","059",,,"954500","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9545, Franklin County, Kansas",307,153,8,6,6,0,2,0,2,0,0,0,0,0,0,0,0,0,31,0,7,0,7,18,6,0,38,28,10,24,0,17,7,52,22,20,10,154,29,8,6,2,0,0,0,0,4,2,0,2,0,17,14,3,41,26,0,0,0,7,3,5,60,19,41,0,0,0,0,24,21,0,3,"Block Group 5, Census Tract 9545, Franklin County, Kansas",77,46,8,8,8,109,3,109,3,109,109,109,109,109,109,109,109,109,21,109,11,109,11,18,9,109,23,20,13,21,109,13,10,27,19,17,11,42,15,8,8,3,109,109,109,109,5,3,109,4,109,13,13,5,26,25,109,109,109,7,4,6,35,16,29,109,109,109,109,15,15,109,4
